Team,Opp,Date,Type,Player,Timer,x1,y1,x2,y2
BAR,GRA,27.09.2014,CF-O,,2-57,530.8,277.18,311.36,154.238
BAR,RVA,04.10.2014,GF,Santos Júnior,1-35,507.92,346.26,335.28,160.034
BAR,RVA,04.10.2014,CF-G,Messi,1-34,247.92,286.6,382.08,149.73
BAR,RVA,04.10.2014,CF-O,,2-89,310.32,281.89,394.56,62.629
BAR,RVA,04.10.2014,CF-O,,2-83,473.6,266.19,360.24,62.629
BAR,RVA,04.10.2014,CF-S,,1-13,484,244.21,482.96,217.52
BAR,RVA,04.10.2014,CF-B,,2-64,494.4,217.52,391.44,198.68
BAR,RVA,04.10.2014,CF-B,,2-82,203.2,263.05,233.36,237.93
BAR,EIB,18.10.2014,CF-G,Hernández,2-59,468.4,272.47,339.44,146.671
BAR,EIB,18.10.2014,GF,Santos Júnior,2-71,411.2,361.96,392.48,154.882
BAR,EIB,18.10.2014,GF,Messi,2-73,209.44,319.57,426.8,160.034
BAR,EIB,18.10.2014,CF-S,,1-19,479.84,214.38,462.16,197.11
BAR,EIB,18.10.2014,CF-S,,2-61,308.24,308.58,368.56,233.22
BAR,EIB,18.10.2014,CF-S,,2-92,395.6,263.05,387.28,197.11
BAR,RMA,25.10.2014,GF,Santos Júnior,1-3,373.76,394.93,425.76,160.034
BAR,RMA,25.10.2014,CF-S,,1-22,368.56,266.19,368.56,233.22
BAR,CEL,01.11.2014,CF-O,,2-46,346.72,278.75,369.6,96.761
BAR,CEL,01.11.2014,CF-O,,1-33,414.32,303.87,377.92,33.488
BAR,CEL,01.11.2014,CF-S,,2-69,391.44,281.89,380,182.98
BAR,CEL,01.11.2014,CF-B,,1-31,268.72,313.29,375.84,195.54
BAR,ALM,08.11.2014,CF-G,Santos Júnior,2-72,381.04,241.07,361.28,157.941
BAR,ALM,08.11.2014,CF-G,Alba,2-81,350.88,244.21,347.76,152.789
BAR,ALM,08.11.2014,CF-O,,1-27,389.36,217.52,400.8,94.829
BAR,ALM,08.11.2014,CF-S,,2-92,415.36,357.25,403.92,288.17
BAR,SEV,22.11.2014,GF,Messi,1-20,344.64,507.97,339.44,114.149
BAR,SEV,22.11.2014,GF,Santos Júnior,2-48,409.12,307.01,426.8,146.671
BAR,SEV,22.11.2014,GF,Messi,2-77,336.32,407.49,341.52,158.907
BAR,SEV,22.11.2014,CF-G,Rakitic,2-64,338.4,234.79,376.88,129.444
BAR,SEV,22.11.2014,CF-G,Messi,2-71,419.52,197.11,420.56,160.034
BAR,SEV,22.11.2014,CF-S,,1-44,331.12,322.71,368.56,241.07
BAR,SEV,22.11.2014,CF-B,,1-44,220.88,270.9,338.4,203.39
BAR,VAL,30.11.2014,CF-G,Busquets,2-93,352.96,234.79,392.48,148.764
BAR,VAL,30.11.2014,CF-O,,2-57,534.96,233.22,446.56,149.891
BAR,VAL,30.11.2014,CF-S,,1-13,411.2,324.28,384.16,220.66
BAR,VAL,30.11.2014,CF-S,,2-93,370.64,230.08,377.92,178.27
BAR,ESP,07.12.2014,GF,Messi,1-45,293.68,484.42,334.24,157.941
BAR,ESP,07.12.2014,GF,Messi,2-49,378.96,409.06,341.52,160.034
BAR,ESP,07.12.2014,CF-G,Piqué,2-52,359.2,272.47,352.96,135.562
BAR,ESP,07.12.2014,CF-G,Rodríguez Ledesma,2-76,492.32,341.55,337.36,153.916
BAR,ESP,07.12.2014,CF-G,Messi,2-80,437.2,325.85,343.6,158.907
BAR,ESP,07.12.2014,CF-S,,1-37,288.48,233.22,317.6,197.11
BAR,GET,13.12.2014,CF-O,,1-19,336.32,230.08,313.44,131.859
BAR,COR,20.12.2014,CF-G,Rodríguez Ledesma,1-1,451.76,250.49,410.16,119.301
BAR,COR,20.12.2014,CF-G,Suárez,2-52,364.4,250.49,387.28,158.907
BAR,COR,20.12.2014,CF-G,Piqué,2-79,346.72,248.92,342.56,132.503
BAR,COR,20.12.2014,GF,Messi,2-81,400.8,372.95,357.12,101.913
BAR,COR,20.12.2014,GF,Messi,2-90,496.48,308.58,422.64,148.764
BAR,RSO,04.01.2015,CF-S,,2-86,427.84,297.59,394.56,178.27
BAR,ATM,11.01.2015,CF-G,Santos Júnior,1-11,346.72,225.37,346.72,158.907
BAR,ATM,11.01.2015,CF-G,Suárez,1-34,336.32,319.57,340.48,142.646
BAR,ATM,11.01.2015,CF-G,Messi,2-86,417.44,270.9,415.36,157.941
BAR,ATM,11.01.2015,CF-O,,1-22,330.08,274.04,316.56,143.129
BAR,ATM,11.01.2015,CF-S,,1-12,348.8,212.81,354,195.54
BAR,DEP,18.01.2015,GF,Messi,1-9,297.84,346.26,399.76,122.199
BAR,DEP,18.01.2015,CF-G,Messi,1-32,330.08,233.22,348.8,156.975
BAR,DEP,18.01.2015,GF,Messi,2-61,558.88,341.55,337.36,155.848
BAR,DEP,18.01.2015,CF-O,,1-21,299.92,302.3,309.28,151.984
BAR,DEP,18.01.2015,CF-S,,1-9,345.68,350.97,346.72,164.14
BAR,ELC,24.01.2015,GF,Piqué,1-34,265.6,291.31,364.4,142.646
BAR,ELC,24.01.2015,CF-G,Messi,2-54,380,341.55,350.88,160.034
BAR,ELC,24.01.2015,CF-G,Santos Júnior,2-68,259.36,308.58,425.76,157.941
BAR,ELC,24.01.2015,CF-G,Santos Júnior,2-70,338.4,297.59,384.16,121.233
BAR,ELC,24.01.2015,GF,Messi,2-87,257.28,357.25,423.68,158.907
BAR,ELC,24.01.2015,CF-G,Rodríguez Ledesma,2-92,352.96,230.08,375.84,160.034
BAR,ELC,24.01.2015,CF-S,,2-60,428.88,310.15,424.72,288.17
BAR,VILL,01.02.2015,CF-G,Santos Júnior,1-44,346.72,292.88,364.4,158.907
BAR,VILL,01.02.2015,CF-G,Alcántara do Nascimento,2-52,389.36,263.05,403.92,114.149
BAR,VILL,01.02.2015,GF,Messi,2-54,391.44,451.45,418.48,117.208
BAR,VILL,01.02.2015,CF-O,,2-64,340.48,193.97,309.28,145.383
BAR,VILL,01.02.2015,CF-B,,2-63,385.2,366.67,387.28,182.98
BAR,ATH,08.02.2015,GF,Messi,1-14,573.44,570.77,344.64,158.907
BAR,ATH,08.02.2015,GF,Suárez,1-25,429.92,464.01,352.96,160.034
BAR,ATH,08.02.2015,GF,Santos Júnior,2-63,233.36,380.8,424.72,158.907
BAR,ATH,08.02.2015,CF-G,Rodríguez Ledesma,2-85,398.72,226.94,370.64,158.907
BAR,ATH,08.02.2015,CF-O,,2-72,346.72,288.17,444.48,136.367
BAR,ATH,08.02.2015,CF-O,,2-61,344.64,204.96,455.92,156.492
BAR,ATH,08.02.2015,CF-B,,1-29,338.4,225.37,346.72,164.14
BAR,ATH,08.02.2015,CF-S,,2-65,255.2,330.56,297.84,275.61
BAR,ATH,08.02.2015,CF-S,,2-90,367.52,350.97,354,255.2
BAR,ATH,08.02.2015,CF-S,,1-19,417.44,219.09,389.36,171.99
BAR,LEV,15.02.2015,GF,Suárez,2-72,391.44,302.3,359.2,156.975
BAR,LEV,15.02.2015,CF-G,Santos Júnior,1-16,302,219.09,400.8,131.376
BAR,LEV,15.02.2015,CF-G,Messi,1-37,502.72,313.29,343.6,157.941
BAR,LEV,15.02.2015,CF-G,Messi,2-58,378.96,286.6,343.6,155.848
BAR,LEV,15.02.2015,CF-G,Messi,2-64,380,341.55,422.64,158.907
BAR,LEV,15.02.2015,CF-O,,1-40,322.8,330.56,424.72,71.484
BAR,LEV,15.02.2015,CF-S,,1-39,344.64,252.06,363.36,211.24
